Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Armoroid	CRMS	Armoroid	Machine/Effect	Earth	8	2700	2000			When you Tribute Summon this card by Tributing at least 1 "roid" monster, remove from play all Spell and Trap Cards on the field.
Assault Armor	CRMS	AssaultArmor	Equip Spell							Equip only to a Warrior-Type monster that is the only monster you control. It gains 300 ATK. During your Main Phase, you can send this equipped card to the Graveyard. If you do, the equipped monster can attack twice during the Battle Phase this turn.
Assault Beast	CRMS	AssaultBeast	Beast-Warrior/Effect	Earth	4	1900	1200			You can discard this card to the Graveyard to add 1 "Assault Mode Activate" from your Deck to your hand.
Assault Counter	CRMS	AssaultCounter	Counter Trap							Activate only while you control an "-Assault Mode" monster. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect and destroy it.
Assault Mercenary	CRMS	AssaultMercenary	Warrior/Effect	Earth	4	1800	300			Once per turn, you can return 1 "Assault Mode Activate" from your hand or Graveyard to the Deck to destroy 1 Spell or Trap Card your opponent controls.
Assault Mode Activate	CRMS	AssaultModeActivate	Normal Trap							Tribute 1 Synchro Monster. Special Summon 1 "-Assault Mode" monster whose name includes the Tributed monster's name from your Deck in Attack Position.
Assault Overload	CRMS	AssaultOverload	Quick-Play Spell							Tribute 1 "-Assault Mode" monster. Inflict damage to both players equal to its Level x 200.
Assault Revival	CRMS	AssaultRevival	Quick-Play Spell							Remove from play 1 "Assault Mode Activate" from your Graveyard. Destroy all monsters you control and Special Summon 1 "-Assault Mode" monster from your Graveyard, ignoring its Summoning conditions. Its effect(s) is negated, and it cannot be Tributed. If it is removed from the field, remove it from play.
Assault Slash	CRMS	AssaultSlash	Normal Trap							Activate only while you control an "-Assault Mode" monster. Destroy all face-up monsters on the field.
Assault Teleport	CRMS	AssaultTeleport	Normal Spell							Return 1 "-Assault Mode" monster from your hand to the Deck. Draw 2 cards.
B.E.S. Big Core MK-2	CRMS	BESBigCoreMK2	Machine/Effect	Fire	6	2400	1100			If you control no monsters, you can Normal Summon this card without Tributing. When this card is Special Summoned, place 3 Counters on it. This card cannot be destroyed by battle. If this card attacks or is attacked, remove 1 Counter on this card at the end of the Damage Step. If you cannot, destroy it.
Bee List Soldier	CRMS	BeeListSoldier	Insect/Effect	Wind	1	500	400			You can Tribute this card and 1 face-up Insect-Type monster, except "Bee List Soldier", to draw 2 cards.
Black Salvo	CRMS	BlackSalvo	Machine/Tuner/Effect	Dark	3	100	1100			When this card is Normal Summoned, you can Special Summon 1 Level 4 DARK Machine-Type monster from your Graveyard in face-up Defense Position. Its effect(s) is negated.
Code A Ancient Ruins	CRMS	CodeAAncientRuins	Continuous Spell							Each time a face-up Alien monster(s) is destroyed, place 1 A-Counter on this card. Once per turn, you can remove 2 A-Counters from anywhere on the field to Special Summon 1 "Alien" monster from your Graveyard.
Colossal Fighter-Assault Mode	CRMS	ColossalFighterAssaultMode	Warrior/Effect	Dark	10	3300	1500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". When this card is Special Summoned, you can send up to 2 Warrior-Type monsters from your Deck to the Graveyard. All monsters your opponent controls lose 100 ATK for every Warrior-Type monster in your Graveyard. When this card on the field is destroyed, you can Special Summon 1 "Colossal Fighter" from your Graveyard.
Cosmic Fortress Gol'gar	CRMS	CosmicFortressGolgar	Reptile/Synchro/Effect	Light	5	2600	1800			Alien Ammonite + 1 or more non-Tuner "Alien" monsters Once per turn, you can select any number of face-up Spell or Trap Cards. Return these cards to their owners` hands, and distribute new A-Counters amoung monsters on the field equal to the number of cards returned. Once per turn, you can remove 2 A-Counter from anywhere on the field to destroy 1 card your opponent controls.
Cross-Sword Beetle	CRMS	CrossSwordBeetle	Insect/Effect	Wind	4	1800	1200			While you control another Insect-Type monster, during battle between an attacking Insect-Type monster you control and a Defense Position monster whose DEF is lower than the ATK of the Insect-Type monster, inflict the difference as Battle Damage to your opponent.
Dark Strike Fighter	CRMS	DarkStrikeFighter	Machine/Synchro/Effect	Dark	7	2600	1800		A0/T1	1 Tuner + 1 or more non-Tuner monsters You can Tribute 1 monster to inflict damage to your opponent equal to its Level x 200.
Dark Tinker	CRMS	DarkTinker	Fiend/Tuner/Effect	Dark	2	1000	1300			When this card you control is sent to the Graveyard, look at the top card of your Deck. Return that card to either the top or the bottom of the Deck.
Dark Voltanis	CRMS	DarkVoltanis	Fairy/Effect	Dark	8	2800	1400			After 1 Counter Trap Card you control has been activated and has resolved, you can Tribute 1 DARK monster to Special Summon this card from your hand. If this card is Special Summoned in this way, destroy 1 card on the field.
Debris Dragon	CRMS	DebrisDragon	Dragon/Tuner/Effect	Wind	4	1000	2000		A2/T2	When this card is Normal Summoned, you can Special Summon 1 monster with 500 or less ATK from your Graveyard in Attack Position. That monster's effect(s) is negated. This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Dragon-Type Synchro Monster. The other Synchro Material Monster(s) cannot be Level 4.
Descending Lost Star	CRMS	DescendingLostStar	Normal Trap							Select 1 Synchro Monster in your Graveyard and Special Summon in it face-up Defense Position. Its effect is negated, its Level is reduced by 1 and its DEF becomes 0. Its battle position cannot be changed.
Desert Protector	CRMS	DesertProtector	Insect/Effect	Earth	4	800	1000			This card gains 300 DEF for each Spell and Trap Card on the field. If an Insect-Type monster you control would be destroyed, you can destroy this card instead.
Dimension Fortress Weapon	CRMS	DimensionFortressWeapon	Machine/Effect	Dark	4	1700	200			Cards cannot be sent from the Deck to the Graveyard.
Doomkaiser Dragon-Assault Mode	CRMS	DoomkaiserDragonAssaultMode	Zombie/Effect	Fire	8	2900	2000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". When this card is Special Summoned, Special Summon any number of Zombie-Type monsters from either player's Graveyard(s) to your side of the field. The monsters' effects are negated, and they are destroyed during the End Phase this turn. When this card on the field is destroyed, you can Speial Summon 1 "Doomkaiser Dragon" from your Graveyard.
Dupe Frog	CRMS	DupeFrog	Aqua/Effect	Water	2	100	2000			This card's name is treated as "Des Frog" while it is face-up on the field. Your opponent cannot select another monster as an attack target. When this card is sent from the field to the Graveyard, you can add 1 "Frog" monster except "Dupe Frog" or "Frog the Jam" from your Deck or Graveyard to your hand.
Ebon Arrow	CRMS	EbonArrow	Normal Trap							Select 1 face-up monster you control. Until the End Phase, it loses 500 ATK and during battle between that attacking monster and a Defense Position monster whose DEF is lower than the selected monster's ATK, inflict the difference as Battle Damage to your opponent. When the selected monster destroys a monster by battle and sends it to the Graveyard this turn, inflict damage to your opponent equal to the destroyed monster's original DEF.
Fake Explosion	CRMS	FakeExplosion	Normal Trap							Activate only when an opponent's monster declares an attack. Monsters cannot be destroyed by this battle. After damage calculation. Special Summon 1 "Summon Reactor - SK" from your hand or Graveyard.
Flip Flop Frog	CRMS	FlipFlopFrog	Aqua/Effect	Water	2	500	200			Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, you can return monsters your opponent controls to their owners' hand up to the number of face-up "Frog" monsters you control, except "Frog the Jam".
Flying Fortress SKY FIRE	CRMS	FlyingFortressSKYFIRE	Machine/Effect	Wind	8	3000	2500			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with the effect of "Summon Reactor SK". Once per turn, you can send 1 card from your hand to the Graveyard to destroy 1 card your opponent controls. Once during each of your opponent's turns, you can activate 1 of the following effects: When your opponent Normal Summons or Special Summons a monster, destroy it and inflict 800 damage to your opponent. OR When your opponent Sets a card, destroy it and inflict 800 damage to your opponent.
Gladiator Beast Samnite	CRMS	GladiatorBeastSamnite	Beast/Effect	Earth	3	1600	1200			If this card was Special Summoned by the effect of a "Gladiator Beast" monster, when this card destroys an opponent's monster by battle and sends it to the Graveyard, you can add 1 "Gladiator Beast" card from your Deck to your hand. At the end of the Battle Phase if this card attacked or was attacked, you can return it to the Deck to Special Summon 1 "Gladiator Beast" monster from your Deck, except "Gladiator Beast Samnite".
Greed Quasar	CRMS	GreedQuasar	Fiend/Effect	Dark	7	?	?			This card's original ATK and DEF are each equal to it's Level x 300. This monster's Level is increased by the Level of monsters it destroys by battle.
Hydra Viper	CRMS	HydraViper	Reptile/Effect	Water	4	1800	400			Each time this card declares an attack, you must Tribute 1 Aqua-Type monster. This card can attack 3 times during each Battle Phase.
Hyper Psychic Blaster	CRMS	HyperPsychicBlaster	Psychic/Synchro/Effect	Earth	9	3000	2500			1 Tuner + 1 or more non-Tuner Psychic-Type monsters During battle between this attacking card and a Defense Position monster your opponent controls whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks a Defense Position monster whose DEF is lower than the ATK of this card, gain Life Points equal to the difference at the end of the Damage Step.
Hyper Psychic Blaster-Assault Mode	CRMS	HyperPsychicBlasterAssaultMode	Psychic/Effect	Earth	11	3500	3000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with "Assault Mode Activate". If this card battles a monster, at the end of the Damage Step, inflict damage to your opponent equal to that monster's DEF and gain Life Points equal to its ATK. When this card on the field is destroyed, you can Special Summon 1 "Hyper Psychic Blaster" from your Graveyard.
Hyper Synchron	CRMS	HyperSynchron	Machine/Tuner/Effect	Light	4	1600	800			If this card is sent to the Graveyard for the Synchro Summon of a Dragon-Type Synchro Monster, that monster gains 800 ATK. Remove it from play during the End Phase.
Ido the Supreme Magical Force	CRMS	IdotheSupremeMagicalForce	Fiend/Effect	Dark	6	2200	800			You cannot Summon monsters. You can only control 1 "Ido the Supreme Magical Force". If this card is destroyed by a card effect and sent to the Graveyard, Special Summon it from your Graveyard during the next turn's Standby Phase and destroy all other monsters you control.
Indomitable Gladiator Beast	CRMS	IndomitableGladiatorBeast	Quick-Play Spell							Target face-up "Gladiator Beast" monster you control gains 500 ATK until the End Phase. While this card is in your Graveyard, you can return 2 "Gladiator Beast" monsters from your Graveyard to the Deck to return this card to your hand.
