Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Blackwing - Gust the Backblast	TSHD	BlackwingGusttheBackblast	Winged Beast/Effect	Dark	2	900	1400			If you control no cards, you can Special Summon this card from your hand. While this card is face-up on the field, if your opponent's monster attacks a "Blackwing" monster you control, the attacking monster loses 300 ATK during the Damage Step only.
Black-Winged Dragon	TSHD	BlackWingedDragon	Dragon/Synchro/Effect	Dark	8	2800	1600			Whenever you would take damage from a card effect, place 1 Black Feather Counter on this card instead. This card loses 700 ATK for each Black Feather Counter on it. Once per turn, you can remove all Black Feather Counters on this card to have 1 face-up monster your opponent controls lose 700 ATK for each Black Feather Counter, and inflict damage to your opponent equal to the ATK lost by that monster because of this effect.
Black-Winged Strafe	TSHD	BlackWingedStrafe	Normal Spell							Send 1 "Blackwing" monster from your hand to the Graveyard to select 1 Defense Position monster your opponent controls. Send that monster to the Graveyard.
Blossom Bombardment	TSHD	BlossomBombardment	Normal Trap							Activate only when a Plant-Type monster you control destroys an opponent's monster by battle and sends it to the Graveyard. Inflict damage to your opponent equal to the destroyed monster's original ATK.
Card Breaker	TSHD	CardBreaker	Warrior/Effect	Light	2	100	900			This card cannot be Normal Summoned or Set. This card can only be Special Summoned, in face-up Attack Position, by sending 1 card from your Spell & Trap Card Zone to the Graveyard.
Cards for Black Feathers	TSHD	CardsforBlackFeathers	Normal Spell							Remove from play 1 "Blackwing" monster in your hand to draw 2 cards. You cannot Special Summon during the same turn you activate this card. You can only activate 1 "Cards for Black Feathers" per turn.
Changer Synchron	TSHD	ChangerSynchron	Machine/Tuner	Dark	1	0	0			If this card is sent to the Graveyard for a Synchro Summon, select 1 monster your opponent controls and change its battle position.
Chaos Goddess	TSHD	ChaosGoddess	Fairy/Synchro/Effect	Light	8	2500	1800			Once per turn, you can send 1 LIGHT monster from your hand to the Graveyard to select 1 Level 5 or higher DARK monster from your Graveyard. Special Summon that monster. It cannot be used as a Synchro Material monster.
Chaos King Archfiend	TSHD	ChaosKingArchfiend	Fiend/Synchro/Effect	Dark	7	2600	2600			When this card attacks, you can switch the ATK and DEF of all face-up monsters your opponent controls until the end of the Battle Phase.
Chaos Trap Hole	TSHD	ChaosTrapHole	Counter Trap							Pay 2000 Life Points. Negate the Summon of a LIGHT or DARK monster, and remove it from play.
Cherry Inmato	TSHD	CherryInmato	Plant/Tuner	Dark	2	700	400			When this card is destroyed by battle and sent to the Graveyard, you can Special Summon up to 2 "Inmato" monsters from your Deck. The monster(s) Special Summoned by this effect cannot be used as Synchro Material Monsters this turn.
Core Overclock	TSHD	CoreOverclock	Continuous Spell							All face-up "Koa'ki Meiru" monsters you control gain 500 ATK. Once per turn, during your Main Phase, you can discard 1 "Iron Core of Koa'ki Meiru" to have all face-up "Koa'ki Meiru" monsters you control gain 1000 ATK until the End Phase.
Corridor of Agony	TSHD	CorridorofAgony	Continuous Spell							Monsters that were Special Summoned from the Main Deck cannot activate their effects, their effects are negated, and they cannot declare an attack, as long as they remain face-up on the field.
Crevice Into the Different Dimension	TSHD	CreviceIntotheDifferentDimension	Normal Trap							Declare 1 Attribute and select up to 2 monsters with that Attribute from both Graveyards. Remove those monsters from play.
Delta Tri	TSHD	DeltaTri	Machine/Effect	Light	4	1200	1000			If this card destroys an opponent's monster by battle, select and activate 1 of the these effects:  Select 1 appropriate Union monster in your Graveyard and equip it to this card. OR Select 1 face-up LIGHT Machine-type monster you control, and return it to the Deck. Then draw 1 card.
Dragon Laser	TSHD	DragonLaser	Quick-Play Spell							Send 1 "Trigon" equipped to a face-up "Delta Tri" you control to the Graveyard, and destroy all monsters your opponent controls.
Dread Dragon	TSHD	DreadDragon	Dragon/Tuner	Fire	2	1100	400			When this card is destroyed by battle and sent to the Graveyard, you can add 1 Level 3 or lower Dragon-Type monster from your Deck to your hand.
Electromagnetic Shield	TSHD	ElectromagneticShield	Continuous Spell							Level 3 or lower face-up Defense Position Thunder-Type monsters you control cannot be destroyed by battle. Destroy this card if you control a face-up Attack Position monster.
Fairy Archer	TSHD	FairyArcher	Fairy/Effect	Light	3	1400	600			During your Main Phase, you can inflict 400 damage to your opponent for each face-up LIGHT monster you control. This card cannot attack during the same turn you activate this effect. Only one "Fairy Archer" can have its effect activated per turn.
Flare Resonator	TSHD	FlareResonator	Fiend/Tuner	Fire	3	300	1300			The Synchro Monster that used this card as a Synchro Material Monster gains 300 ATK.
Forbidden Graveyard	TSHD	ForbiddenGraveyard	Quick-Play Spell							Activate by discarding 1 card. Effects that activate in the Graveyard this turn are negated.
Genex Controller	TSHD	GenexController	Machine/Tuner	Dark	3	1400	1200			As a master of all powers of elements, this is one of the few Genex monsters that can communicate with its companions.
Genex Neutron	TSHD	GenexNeutron	Machine/Effect	Light	4	1800	1200			During the End Phase of the turn that this card was Normal Summoned, you can add 1 Machine-Type Tuner monster from your Deck to your hand.
Genex Searcher	TSHD	GenexSearcher	Machine/Effect	Earth	4	1600	400			When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 "Genex" monster with 1500 or less ATK from your Deck in face-up Attack Position.
Genex Undine	TSHD	GenexUndine	Aqua/Effect	Water	3	1200	600			When this card is Normal Summoned, you can send 1 WATER monster from your Deck to your Graveyard to add 1 "Genex Controller" from your Deck to your hand.
Guard Mines	TSHD	GuardMines	Normal Trap							Activate only when a card is activated with an effect that would target and destroy a monster you control. Negate the effect and destroy that card. Then Inflict 500 damage to your opponent.
Hunter of Black Feathers	TSHD	HunterofBlackFeathers	Beast-Warrior/Effect	Light	4	1700	1000			If your opponent controls 2 or more face-up monsters, and the Type of all these monsters are the same, send 1 card from your hand to the Graveyard to select 1 face-up monster your opponent controls and destroy it.
Hydro Genex	TSHD	HydroGenex	Machine/Synchro/Effect	Water	6	2300	1800			When this card destroys an opponent's monster by battle and sends it to the Graveyard, gain Life Points equal to the ATK of the destroyed monster
Infernity Avenger	TSHD	InfernityAvenger	Fiend/Tuner	Dark	1	0	0			When a monster you control, except "Infernity Avenger", is destroyed by battle with an opponent's monster and sent to the Graveyard, while you have no cards in your hand, you can Special Summon this card from your Graveyard. In that case, the Level of this card is equal to the Level of your destroyed monster.
Infernity Barrier	TSHD	InfernityBarrier	Counter Trap							Activate only when your opponent activates a Spell Card, Trap Card, or Effect Monster's effect, if you control a face-up Attack Position "Infernity" monster and have no cards in your hand. Negate the activation and destroy that card.
Infernity Beetle	TSHD	InfernityBeetle	Insect/Tuner	Dark	2	1200	0			While you have no cards in your hand, you can Tribute this card to Special Summon up to 2 "Infernity Beetle" from your Deck.
Infernity Break	TSHD	InfernityBreak	Normal Trap							Activate only if you have no cards in your hand. Select 1 "Infernity" card in your Graveyard and remove it from play. Select 1 card your opponent controls and destroy it.
Infernity Destroyer	TSHD	InfernityDestroyer	Fiend/Effect	Dark	6	2300	1000			While you have no cards in your hand, when this card destroys an opponent's monster by battle and sends it to the Graveyard, inflict 1600 damage to your opponent.
Infernity Doom Dragon	TSHD	InfernityDoomDragon	Dragon/Synchro/Effect	Dark	8	3000	2400			While you have no cards in your hand, once per turn, you can destroy 1 monster your opponent controls and inflict damage equal to half of that monster's ATK to your opponent. This card cannot declare an attack the turn this effect is activated.
Infernity Inferno	TSHD	InfernityInferno	Normal Trap							Discard up to 2 cards and send the same number of "Infernity" cards from your Deck to the Graveyard.
Infernity Launcher	TSHD	InfernityLauncher	Continuous Spell						A1/T1	Once per turn, you can send 1 "Infernity" monster from your hand to the Graveyard. If there are no cards in your hand, you can send this card to the Graveyard to select up to 2 "Infernity" monster(s) in your Graveyard and Special Summon them.
Infernity Mirage	TSHD	InfernityMirage	Fiend/Effect	Dark	1	0	0			This card cannot be Special Summoned from the Graveyard. If you have no cards in your hand, you can Tribute this card to select 2 "Infernity" monsters in your Graveyard. Special Summon those monsters.
Infernity Randomizer	TSHD	InfernityRandomizer	Warrior/Effect	Dark	1	900	0			Once per turn, while you have no cards in your hand, you can draw 1 card and reveal it. For a Monster Card drawn with this effect, inflict damage to your opponent equal to the Level of that monster x 200. For a Spell or Trap Card, you take 500 damage.
Infernity Reflector	TSHD	InfernityReflector	Normal Trap							Activate only by discarding all the cards in your hand when an "Infernity" monster is destroyed by battle and sent to the Graveyard. Select and Special Summon that monster from your Graveyard, and inflict 1000 damage to your opponent.
Intercept Wave	TSHD	InterceptWave	Quick-Play Spell							All Synchro Monsters on the field are changed to Defense Position. And then return all face-up Synchro Monsters to the Extra Deck during the End Phase.
Into the Void	TSHD	IntotheVoid	Normal Spell							Activate only if you have 3 or more cards in your hand. Draw 1 card. During the End Phase of this turn, discard all the cards in your hand.
Key Mouse	TSHD	KeyMouse	Beast/Tuner	Earth	1	100	100			When this card is destroyed by battle and sent to the Graveyard, you can add 1 Level 3 or lower Beast-Type monster from your deck to your hand.
Koa'ki Meiru Bergzak	TSHD	KoakiMeiruBergzak	Warrior/Effect	Earth	4	2000	200			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Warrior-Type monster from your hand. If this card destroys an opponent's monster by battle, it can attack once again in a row.
Koa'ki Meiru Initialize!	TSHD	KoakiMeiruInitialize	Quick-Play Spell							Tribute 1 "Koa'ki Meiru" monster to add 1 "Iron Core of Koa'ki Meiru" from your Deck or Graveyard to your hand.
Koa'ki Meiru Prototype	TSHD	KoakiMeiruPrototype	Rock/Effect	Earth	4	1800	1800			If a face-up "Koa'ki Meiru" monster(s) on the field would be destroyed during the End Phase, you can destroy this card instead. When a face-up "Koa'ki Meiru" monster(s) on the field is destroyed during the End Phase, you can Special Summon 1 "Koa'ki Meiru Token" (Rock-Type/EARTH/Level 4/ATK 1800/DEF 1800)
Koa'ki Meiru Sandman	TSHD	KoakiMeiruSandman	Rock/Effect	Earth	4	1900	1200			During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Rock-Type monster in your hand. You can Tribute this card to negate the activation of an opponent's Trap Card and destroy that card.
